"","Replicate.Name","Precursor.Ion.Name","Retention.Time","Area","Background","Height","Mass.Error.PPM","SNFlag","ppmFlag","areaminFlag","RT_ref","RTFlag","Blank.Area","BlankFlag","Flags","QC_area"
"159","161107_Smp_371_C","I160.0969R6.82_HILICPos",7.69,123880,911056,"13497",-1.7,"SNFlag",NA,NA,7.425,NA,1520038,"BlankFlag","SNFlag, BlankFlag",NA
"160","161107_Smp_To_A","I160.0969R6.82_HILICPos",6.98,1349041,0,"37738",-2.2,NA,NA,NA,7.425,"RTFlag",820516,NA,"RTFlag, ",NA
"161","161107_Smp_To_B","I160.0969R6.82_HILICPos",7.62,1062335,0,"39552",-1.6,NA,NA,NA,7.425,NA,820516,NA,"",1062335
"162","161107_Smp_To_C","I160.0969R6.82_HILICPos",7.6,635568,0,"36832",-1.9,NA,NA,NA,7.425,NA,820516,NA,"",635568
"163","161107_Smp_Tp_A","I160.0969R6.82_HILICPos",7.5,1468096,0,"39210",-1.8,NA,NA,NA,7.425,NA,625021,NA,"",1468096
"164","161107_Smp_Tp_E","I160.0969R6.82_HILICPos",7.57,1523258,0,"38085",-1.5,NA,NA,NA,7.425,NA,625021,NA,"",1523258
"165","161107_Smp_Tp_F","I160.0969R6.82_HILICPos",7.52,1263021,0,"38101",-1.4,NA,NA,NA,7.425,NA,625021,NA,"",1263021
"166","161107_Smp_Cy_A","I145.0608R10.18_HILICPos",24.45,646822,0,"49249",-1.2,NA,NA,NA,10.73,"RTFlag",173987,NA,"RTFlag, ",NA
"167","161107_Smp_Cy_B","I145.0608R10.18_HILICPos",23.16,565168,0,"53242",-0.6,NA,NA,NA,10.73,"RTFlag",173987,NA,"RTFlag, ",NA
"168","161107_Smp_Cy_C","I145.0608R10.18_HILICPos",24.91,540373,0,"48449",-0.6,NA,NA,NA,10.73,"RTFlag",173987,NA,"RTFlag, ",NA
"169","161107_Smp_2090_A","I145.0608R10.18_HILICPos",23.1,833501,0,"47983",-0.8,NA,NA,NA,10.73,"RTFlag",254113,NA,"RTFlag, ",NA
"170","161107_Smp_2090_B","I145.0608R10.18_HILICPos",24.88,685831,0,"48347",-0.1,NA,NA,NA,10.73,"RTFlag",254113,NA,"RTFlag, ",NA
"171","161107_Smp_2090_C","I145.0608R10.18_HILICPos",23.19,490307,0,"54673",-1.3,NA,NA,NA,10.73,"RTFlag",254113,NA,"RTFlag, ",NA
"172","161107_Smp_371_A","I145.0608R10.18_HILICPos",0.1,810068,0,"214022",-2.2,NA,NA,NA,10.73,"RTFlag",112133,NA,"RTFlag, ",NA
"173","161107_Smp_371_B","I145.0608R10.18_HILICPos",0.1,738236,0,"162181",-1.5,NA,NA,NA,10.73,"RTFlag",112133,NA,"RTFlag, ",NA
"174","161107_Smp_371_C","I145.0608R10.18_HILICPos",0.1,743845,0,"165163",-2.2,NA,NA,NA,10.73,"RTFlag",112133,NA,"RTFlag, ",NA
"175","161107_Smp_To_A","I145.0608R10.18_HILICPos",24.84,569911,0,"40844",-1.5,NA,NA,NA,10.73,"RTFlag",148859,NA,"RTFlag, ",NA
"176","161107_Smp_To_B","I145.0608R10.18_HILICPos",23.04,983254,0,"55091",-0.9,NA,NA,NA,10.73,"RTFlag",148859,NA,"RTFlag, ",NA
"177","161107_Smp_To_C","I145.0608R10.18_HILICPos",0.1,431370,0,"106793",-1.5,NA,NA,NA,10.73,"RTFlag",148859,NA,"RTFlag, ",NA
"178","161107_Smp_Tp_A","I145.0608R10.18_HILICPos",0.1,965497,0,"238664",-2,NA,NA,NA,10.73,"RTFlag",403347,NA,"RTFlag, ",NA
"179","161107_Smp_Tp_E","I145.0608R10.18_HILICPos",0.1,920658,0,"243951",-1.5,NA,NA,NA,10.73,"RTFlag",403347,NA,"RTFlag, ",NA
"180","161107_Smp_Tp_F","I145.0608R10.18_HILICPos",0.1,530844,19515,"183786",-2.3,NA,NA,NA,10.73,"RTFlag",403347,NA,"RTFlag, ",NA
"181","161107_Smp_Cy_A","I121.0684R10.7_HILICPos",10.75,4607334,0,"587687",5.3,NA,NA,NA,10.84,NA,0,NA,"",4607334
"182","161107_Smp_Cy_B","I121.0684R10.7_HILICPos",10.75,4391625,0,"531798",5.4,NA,NA,NA,10.84,NA,0,NA,"",4391625
"183","161107_Smp_Cy_C","I121.0684R10.7_HILICPos",10.75,6325604,0,"857560",5.1,NA,NA,NA,10.84,NA,0,NA,"",6325604
"184","161107_Smp_2090_A","I121.0684R10.7_HILICPos",11.54,5278254,0,"317564",-0.1,NA,NA,NA,10.84,"RTFlag",5266,NA,"RTFlag, ",NA
"185","161107_Smp_2090_B","I121.0684R10.7_HILICPos",11.24,2490529,0,"116304",0.2,NA,NA,NA,10.84,"RTFlag",5266,NA,"RTFlag, ",NA
"186","161107_Smp_2090_C","I121.0684R10.7_HILICPos",11.52,5364306,0,"282911",-0.8,NA,NA,NA,10.84,"RTFlag",5266,NA,"RTFlag, ",NA
"187","161107_Smp_371_A","I121.0684R10.7_HILICPos",11.52,1758815,0,"117894",-1.6,NA,NA,NA,10.84,"RTFlag",0,NA,"RTFlag, ",NA
"188","161107_Smp_371_B","I121.0684R10.7_HILICPos",11.54,2391773,0,"152887",-0.7,NA,NA,NA,10.84,"RTFlag",0,NA,"RTFlag, ",NA
"189","161107_Smp_371_C","I121.0684R10.7_HILICPos",11.48,1410198,0,"105140",-1,NA,NA,NA,10.84,"RTFlag",0,NA,"RTFlag, ",NA
"190","161107_Smp_To_A","I121.0684R10.7_HILICPos",10.73,17161394,274453,"2029601",4.1,NA,NA,NA,10.84,NA,0,NA,"",17161394
"191","161107_Smp_To_B","I121.0684R10.7_HILICPos",10.72,12142693,0,"1613581",4.7,NA,NA,NA,10.84,NA,0,NA,"",12142693
"192","161107_Smp_To_C","I121.0684R10.7_HILICPos",10.73,12332236,14381,"1685079",4.8,NA,NA,NA,10.84,NA,0,NA,"",12332236
"193","161107_Smp_Tp_A","I121.0684R10.7_HILICPos",10.64,8241916,0,"1024738",4.6,NA,NA,NA,10.84,NA,0,NA,"",8241916
"194","161107_Smp_Tp_E","I121.0684R10.7_HILICPos",10.61,4113004,0,"562275",4.8,NA,NA,NA,10.84,NA,0,NA,"",4113004
"195","161107_Smp_Tp_F","I121.0684R10.7_HILICPos",10.62,5148256,0,"679585",5,NA,NA,NA,10.84,NA,0,NA,"",5148256
"196","161107_Smp_Cy_A","I185.0922R8.02_HILICPos",8.5,1770616,0,"52867",-1.6,NA,NA,NA,8.63,NA,1046828,NA,"",1770616
"197","161107_Smp_Cy_B","I185.0922R8.02_HILICPos",9.07,1768182,0,"52053",-1.2,NA,NA,NA,8.63,"RTFlag",1046828,NA,"RTFlag, ",NA
"198","161107_Smp_Cy_C","I185.0922R8.02_HILICPos",8.64,1844631,0,"43727",-1.6,NA,NA,NA,8.63,NA,1046828,NA,"",1844631
"199","161107_Smp_2090_A","I185.0922R8.02_HILICPos",8.3,1669346,0,"45463",-0.8,NA,NA,NA,8.63,NA,495645,NA,"",1669346
"200","161107_Smp_2090_B","I185.0922R8.02_HILICPos",8.16,459089,0,"29115",-0.8,NA,NA,NA,8.63,"RTFlag",495645,NA,"RTFlag, ",NA
"201","161107_Smp_2090_C","I185.0922R8.02_HILICPos",8.51,774813,555358,"29085",-1.4,"SNFlag",NA,NA,8.63,NA,495645,NA,"SNFlag, ",NA
"202","161107_Smp_371_A","I185.0922R8.02_HILICPos",8.31,255705,1203567,"15922",-2.1,"SNFlag",NA,NA,8.63,NA,1084071,NA,"SNFlag, ",NA
"203","161107_Smp_371_B","I185.0922R8.02_HILICPos",8.58,283482,1724699,"18189",-1.7,"SNFlag",NA,NA,8.63,NA,1084071,NA,"SNFlag, ",NA
"204","161107_Smp_371_C","I185.0922R8.02_HILICPos",8.05,404865,938674,"20889",-1.9,"SNFlag",NA,NA,8.63,"RTFlag",1084071,NA,"SNFlag, RTFlag, ",NA
"205","161107_Smp_To_A","I185.0922R8.02_HILICPos",7.63,2468728,0,"51948",-2.2,NA,NA,NA,8.63,"RTFlag",1346836,NA,"RTFlag, ",NA
"206","161107_Smp_To_B","I185.0922R8.02_HILICPos",8.39,1391104,0,"61152",-2,NA,NA,NA,8.63,NA,1346836,NA,"",1391104
"207","161107_Smp_To_C","I185.0922R8.02_HILICPos",8.64,1835757,0,"51545",-1.9,NA,NA,NA,8.63,NA,1346836,NA,"",1835757
"208","161107_Smp_Tp_A","I185.0922R8.02_HILICPos",7.53,3417761,0,"76313",-1.9,NA,NA,NA,8.63,"RTFlag",481898,NA,"RTFlag, ",NA
"209","161107_Smp_Tp_E","I185.0922R8.02_HILICPos",7.51,2994364,0,"58780",-1.3,NA,NA,NA,8.63,"RTFlag",481898,NA,"RTFlag, ",NA
"210","161107_Smp_Tp_F","I185.0922R8.02_HILICPos",7.47,3475315,0,"66624",-1.3,NA,NA,NA,8.63,"RTFlag",481898,NA,"RTFlag, ",NA
"211","161107_Smp_Cy_A","I96.0449R5.35_HILICPos",6.28,95982376,9439848,"3414421",-1,NA,NA,NA,5.92,NA,1137284,NA,"",95982376
"212","161107_Smp_Cy_B","I96.0449R5.35_HILICPos",6.27,86904288,8897391,"4324238",-0.9,NA,NA,NA,5.92,NA,1137284,NA,"",86904288
"213","161107_Smp_Cy_C","I96.0449R5.35_HILICPos",6.27,97909984,8032312,"3136818",-0.9,NA,NA,NA,5.92,NA,1137284,NA,"",97909984
"214","161107_Smp_2090_A","I96.0449R5.35_HILICPos",5.09,1727462,7888454,"81237",-0.6,"SNFlag",NA,NA,5.92,"RTFlag",702704,NA,"SNFlag, RTFlag, ",NA
"215","161107_Smp_2090_B","I96.0449R5.35_HILICPos",5.24,1468222,4008585,"69235",-0.7,"SNFlag",NA,NA,5.92,"RTFlag",702704,NA,"SNFlag, RTFlag, ",NA
"216","161107_Smp_2090_C","I96.0449R5.35_HILICPos",5.14,878461,8426896,"64575",-1.3,"SNFlag",NA,NA,5.92,"RTFlag",702704,NA,"SNFlag, RTFlag, ",NA
"217","161107_Smp_371_A","I96.0449R5.35_HILICPos",5.35,1221631,7420114,"94757",-1.4,"SNFlag",NA,NA,5.92,"RTFlag",1117759,NA,"SNFlag, RTFlag, ",NA
"218","161107_Smp_371_B","I96.0449R5.35_HILICPos",5.35,366335,7660640,"39461",-1.3,"SNFlag",NA,NA,5.92,"RTFlag",1117759,NA,"SNFlag, RTFlag, ",NA
"219","161107_Smp_371_C","I96.0449R5.35_HILICPos",6.02,1748519,3703893,"69539",-1.3,"SNFlag",NA,NA,5.92,NA,1117759,NA,"SNFlag, ",NA
"220","161107_Smp_To_A","I96.0449R5.35_HILICPos",6.33,5208680,4188665,"245893",-1.6,"SNFlag",NA,NA,5.92,"RTFlag",3426264,NA,"SNFlag, RTFlag, ",NA
"221","161107_Smp_To_B","I96.0449R5.35_HILICPos",6.27,4673107,4198917,"179280",-1.1,"SNFlag",NA,NA,5.92,NA,3426264,NA,"SNFlag, ",NA
"222","161107_Smp_To_C","I96.0449R5.35_HILICPos",6.22,8081358,4934512,"351186",-1.2,"SNFlag",NA,NA,5.92,NA,3426264,NA,"SNFlag, ",NA
"223","161107_Smp_Tp_A","I96.0449R5.35_HILICPos",6.23,38976392,5722413,"1549873",-1.5,NA,NA,NA,5.92,NA,4662311,NA,"",38976392
"224","161107_Smp_Tp_E","I96.0449R5.35_HILICPos",6.33,22980250,7473293,"960388",-1.2,"SNFlag",NA,NA,5.92,"RTFlag",4662311,NA,"SNFlag, RTFlag, ",NA
"225","161107_Smp_Tp_F","I96.0449R5.35_HILICPos",5.96,2710648,11163039,"272983",-1,"SNFlag",NA,NA,5.92,NA,4662311,NA,"SNFlag, ",NA
"226","161107_Smp_Cy_A","I134.0813R10.18_HILICPos",10.02,1914944,0,"289589",0.4,NA,NA,NA,10.76,"RTFlag",14364,NA,"RTFlag, ",NA
"227","161107_Smp_Cy_B","I134.0813R10.18_HILICPos",10.05,1048277,0,"209104",1.1,NA,NA,NA,10.76,"RTFlag",14364,NA,"RTFlag, ",NA
"228","161107_Smp_Cy_C","I134.0813R10.18_HILICPos",10.06,1421900,0,"234828",1,NA,NA,NA,10.76,"RTFlag",14364,NA,"RTFlag, ",NA
"229","161107_Smp_2090_A","I134.0813R10.18_HILICPos",10.78,1550628,0,"190917",0.5,NA,NA,NA,10.76,NA,50029,NA,"",1550628
"230","161107_Smp_2090_B","I134.0813R10.18_HILICPos",10.74,6786552,0,"841373",-0.2,NA,NA,NA,10.76,NA,50029,NA,"",6786552
"231","161107_Smp_2090_C","I134.0813R10.18_HILICPos",10.76,1876398,0,"281620",-0.8,NA,NA,NA,10.76,NA,50029,NA,"",1876398
"232","161107_Smp_371_A","I134.0813R10.18_HILICPos",10.7,2478589,0,"343602",-0.8,NA,NA,NA,10.76,NA,211646,NA,"",2478589
"233","161107_Smp_371_B","I134.0813R10.18_HILICPos",10.7,2386417,0,"347494",-0.7,NA,NA,NA,10.76,NA,211646,NA,"",2386417
"234","161107_Smp_371_C","I134.0813R10.18_HILICPos",10.68,2593324,0,"344318",-1.3,NA,NA,NA,10.76,NA,211646,NA,"",2593324
"235","161107_Smp_To_A","I134.0813R10.18_HILICPos",11.29,2011707,0,"235303",-1.4,NA,NA,NA,10.76,"RTFlag",9373,NA,"RTFlag, ",NA
"236","161107_Smp_To_B","I134.0813R10.18_HILICPos",11.27,1550602,0,"195751",-0.3,NA,NA,NA,10.76,"RTFlag",9373,NA,"RTFlag, ",NA
"237","161107_Smp_To_C","I134.0813R10.18_HILICPos",11.27,1322387,0,"168694",-1,NA,NA,NA,10.76,"RTFlag",9373,NA,"RTFlag, ",NA
"238","161107_Smp_Tp_A","I134.0813R10.18_HILICPos",9.98,2372761,0,"324929",-0.6,NA,NA,NA,10.76,"RTFlag",78294,NA,"RTFlag, ",NA
"239","161107_Smp_Tp_E","I134.0813R10.18_HILICPos",9.91,1152306,13028,"211039",0.5,NA,NA,NA,10.76,"RTFlag",78294,NA,"RTFlag, ",NA
"240","161107_Smp_Tp_F","I134.0813R10.18_HILICPos",9.97,888580,0,"145462",0.3,NA,NA,NA,10.76,"RTFlag",78294,NA,"RTFlag, ",NA
"241","161107_Smp_Cy_A","I173.0921R8.33_HILICPos",8.95,1837917,417271,"101446",-0.7,NA,NA,NA,8.93,NA,191938,NA,"",1837917
"242","161107_Smp_Cy_B","I173.0921R8.33_HILICPos",9.03,1367094,280760,"92814",-0.7,NA,NA,NA,8.93,NA,191938,NA,"",1367094
"243","161107_Smp_Cy_C","I173.0921R8.33_HILICPos",9.03,1889277,361668,"115449",-0.6,NA,NA,NA,8.93,NA,191938,NA,"",1889277
"244","161107_Smp_2090_A","I173.0921R8.33_HILICPos",9.1,142566,218519,"27514",-0.4,"SNFlag",NA,NA,8.93,NA,97454,NA,"SNFlag, ",NA
"245","161107_Smp_2090_B","I173.0921R8.33_HILICPos",8.47,259575,0,"29140",-0.2,NA,NA,NA,8.93,"RTFlag",97454,NA,"RTFlag, ",NA
"246","161107_Smp_2090_C","I173.0921R8.33_HILICPos",9.2,208882,50208,"28600",-1.3,NA,NA,NA,8.93,NA,97454,NA,"",208882
"247","161107_Smp_371_A","I173.0921R8.33_HILICPos",9.82,551195,655623,"29947",-1.5,"SNFlag",NA,NA,8.93,"RTFlag",181189,NA,"SNFlag, RTFlag, ",NA
"248","161107_Smp_371_B","I173.0921R8.33_HILICPos",9.09,202154,1419266,"21495",-1.1,"SNFlag",NA,NA,8.93,NA,181189,NA,"SNFlag, ",NA
"249","161107_Smp_371_C","I173.0921R8.33_HILICPos",9.11,397657,653663,"24466",-1.3,"SNFlag",NA,NA,8.93,NA,181189,NA,"SNFlag, ",NA
"250","161107_Smp_To_A","I173.0921R8.33_HILICPos",9.52,531945,350689,"52541",-1.5,"SNFlag",NA,NA,8.93,"RTFlag",21902,NA,"SNFlag, RTFlag, ",NA
"251","161107_Smp_To_B","I173.0921R8.33_HILICPos",8.96,503106,242066,"41789",-1.4,"SNFlag",NA,NA,8.93,NA,21902,NA,"SNFlag, ",NA
"252","161107_Smp_To_C","I173.0921R8.33_HILICPos",9.12,265516,715207,"23873",-1.7,"SNFlag",NA,NA,8.93,NA,21902,NA,"SNFlag, ",NA
"253","161107_Smp_Tp_A","I173.0921R8.33_HILICPos",9.11,3380516,0,"158425",-1.5,NA,NA,NA,8.93,NA,34748,NA,"",3380516
"254","161107_Smp_Tp_E","I173.0921R8.33_HILICPos",9.57,1750903,0,"74964",-1,NA,NA,NA,8.93,"RTFlag",34748,NA,"RTFlag, ",NA
"255","161107_Smp_Tp_F","I173.0921R8.33_HILICPos",9.06,3242221,0,"168278",-1,NA,NA,NA,8.93,NA,34748,NA,"",3242221
"256","161107_Smp_Cy_A","I289.1393R10.28_HILICPos",2.21,108157,0,"25619",2.8,NA,NA,NA,10.84,"RTFlag",28464,NA,"RTFlag, ",NA
"257","161107_Smp_Cy_B","I289.1393R10.28_HILICPos",2.08,197043,0,"32638",7,NA,NA,NA,10.84,"RTFlag",28464,NA,"RTFlag, ",NA
"258","161107_Smp_Cy_C","I289.1393R10.28_HILICPos",2.1,61670,0,"20971",4.9,NA,NA,NA,10.84,"RTFlag",28464,NA,"RTFlag, ",NA
"259","161107_Smp_2090_A","I289.1393R10.28_HILICPos",2.21,117297,0,"24284",-8.6,NA,NA,NA,10.84,"RTFlag",26550,NA,"RTFlag, ",NA
"260","161107_Smp_2090_B","I289.1393R10.28_HILICPos",2.2,512821,0,"75773",-8.5,NA,NA,NA,10.84,"RTFlag",26550,NA,"RTFlag, ",NA
"261","161107_Smp_2090_C","I289.1393R10.28_HILICPos",2.21,15203,0,"15095",5,NA,NA,NA,10.84,"RTFlag",26550,NA,"RTFlag, ",NA
"262","161107_Smp_371_A","I289.1393R10.28_HILICPos",2.18,102148,0,"35111",5.1,NA,NA,NA,10.84,"RTFlag",8934,NA,"RTFlag, ",NA
"263","161107_Smp_371_B","I289.1393R10.28_HILICPos",2.07,49027,0,"16311",7.7,NA,"ppmFlag",NA,10.84,"RTFlag",8934,NA,"ppmFlag, RTFlag, ",NA
"264","161107_Smp_371_C","I289.1393R10.28_HILICPos",7.23,31149,0,"10330",0.5,NA,NA,NA,10.84,"RTFlag",8934,NA,"RTFlag, ",NA
"265","161107_Smp_To_A","I289.1393R10.28_HILICPos",2,171379,0,"25472",5.2,NA,NA,NA,10.84,"RTFlag",0,NA,"RTFlag, ",NA
"266","161107_Smp_To_B","I289.1393R10.28_HILICPos",1.97,64614,0,"15451",2.4,NA,NA,NA,10.84,"RTFlag",0,NA,"RTFlag, ",NA
"267","161107_Smp_To_C","I289.1393R10.28_HILICPos",2.21,98631,0,"19772",1.9,NA,NA,NA,10.84,"RTFlag",0,NA,"RTFlag, ",NA
"268","161107_Smp_Tp_A","I289.1393R10.28_HILICPos",2.1,58504,0,"15427",9.2,NA,"ppmFlag",NA,10.84,"RTFlag",0,NA,"ppmFlag, RTFlag, ",NA
"269","161107_Smp_Tp_E","I289.1393R10.28_HILICPos",2.21,244942,0,"62597",5.1,NA,NA,NA,10.84,"RTFlag",0,NA,"RTFlag, ",NA
"270","161107_Smp_Tp_F","I289.1393R10.28_HILICPos",2.15,166796,0,"34290",4,NA,NA,NA,10.84,"RTFlag",0,NA,"RTFlag, ",NA
"271","161107_Smp_Cy_A","I174.1126R8.06_HILICPos",2.61,8270787,281131,"1521395",-1.4,NA,NA,NA,8.525,"RTFlag",663904,NA,"RTFlag, ",NA
"272","161107_Smp_Cy_B","I174.1126R8.06_HILICPos",2.61,8679769,0,"1802386",-1.2,NA,NA,NA,8.525,"RTFlag",663904,NA,"RTFlag, ",NA
"273","161107_Smp_Cy_C","I174.1126R8.06_HILICPos",2.61,8849870,0,"1578624",-1.2,NA,NA,NA,8.525,"RTFlag",663904,NA,"RTFlag, ",NA
"274","161107_Smp_2090_A","I174.1126R8.06_HILICPos",2.61,11397663,320909,"2404269",-1.1,NA,NA,NA,8.525,"RTFlag",657760,NA,"RTFlag, ",NA
"275","161107_Smp_2090_B","I174.1126R8.06_HILICPos",2.61,10179769,1074468,"2110532",-1.3,NA,NA,NA,8.525,"RTFlag",657760,NA,"RTFlag, ",NA
"276","161107_Smp_2090_C","I174.1126R8.06_HILICPos",2.61,7860050,1007873,"2042340",-1.4,NA,NA,NA,8.525,"RTFlag",657760,NA,"RTFlag, ",NA
"277","161107_Smp_371_A","I174.1126R8.06_HILICPos",2.61,7237198,297500,"1451593",-1.5,NA,NA,NA,8.525,"RTFlag",28454,NA,"RTFlag, ",NA
"278","161107_Smp_371_B","I174.1126R8.06_HILICPos",2.61,9077623,0,"1614124",-1.6,NA,NA,NA,8.525,"RTFlag",28454,NA,"RTFlag, ",NA
"279","161107_Smp_371_C","I174.1126R8.06_HILICPos",2.61,7858712,665292,"1587819",-1.8,NA,NA,NA,8.525,"RTFlag",28454,NA,"RTFlag, ",NA
"280","161107_Smp_To_A","I174.1126R8.06_HILICPos",2.61,10525375,95158,"1809363",-2,NA,NA,NA,8.525,"RTFlag",297462,NA,"RTFlag, ",NA
"281","161107_Smp_To_B","I174.1126R8.06_HILICPos",2.61,9414500,220389,"1854864",-1.4,NA,NA,NA,8.525,"RTFlag",297462,NA,"RTFlag, ",NA
"282","161107_Smp_To_C","I174.1126R8.06_HILICPos",2.61,10060307,556584,"2037167",-1.3,NA,NA,NA,8.525,"RTFlag",297462,NA,"RTFlag, ",NA
"283","161107_Smp_Tp_A","I174.1126R8.06_HILICPos",7.15,1399888,0,"42569",-1.7,NA,NA,NA,8.525,"RTFlag",183736,NA,"RTFlag, ",NA
"284","161107_Smp_Tp_E","I174.1126R8.06_HILICPos",2.61,9938872,706778,"1831617",-1.6,NA,NA,NA,8.525,"RTFlag",183736,NA,"RTFlag, ",NA
"285","161107_Smp_Tp_F","I174.1126R8.06_HILICPos",2.61,13304687,295929,"2539904",-1.4,NA,NA,NA,8.525,"RTFlag",183736,NA,"RTFlag, ",NA
"286","161107_Smp_Cy_A","I126.0222R10.87_HILICPos",10.67,2856904,0,"346607",-1.6,NA,NA,NA,11.28,"RTFlag",0,NA,"RTFlag, ",NA
"287","161107_Smp_Cy_B","I126.0222R10.87_HILICPos",10.7,2386243,0,"248185",-1.7,NA,NA,NA,11.28,"RTFlag",0,NA,"RTFlag, ",NA
"288","161107_Smp_Cy_C","I126.0222R10.87_HILICPos",10.68,3410471,0,"438217",-1.7,NA,NA,NA,11.28,"RTFlag",0,NA,"RTFlag, ",NA
"289","161107_Smp_2090_A","I126.0222R10.87_HILICPos",10.59,366351,0,"51791",-1.2,NA,NA,NA,11.28,"RTFlag",0,NA,"RTFlag, ",NA
"290","161107_Smp_2090_B","I126.0222R10.87_HILICPos",10.6,330036,0,"69777",-1.2,NA,NA,NA,11.28,"RTFlag",0,NA,"RTFlag, ",NA
"291","161107_Smp_2090_C","I126.0222R10.87_HILICPos",10.64,698663,0,"93196",-2.2,NA,NA,NA,11.28,"RTFlag",0,NA,"RTFlag, ",NA
"292","161107_Smp_371_A","I126.0222R10.87_HILICPos",10.44,69261,0,"20966",-2.9,NA,NA,NA,11.28,"RTFlag",0,NA,"RTFlag, ",NA
"293","161107_Smp_371_B","I126.0222R10.87_HILICPos",10.45,153137,0,"44277",-3.3,NA,NA,NA,11.28,"RTFlag",0,NA,"RTFlag, ",NA
"294","161107_Smp_371_C","I126.0222R10.87_HILICPos",10.42,69270,0,"35181",-0.9,NA,NA,NA,11.28,"RTFlag",0,NA,"RTFlag, ",NA
"295","161107_Smp_To_A","I126.0222R10.87_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,11.28,NA,0,NA,"",NA
"296","161107_Smp_To_B","I126.0222R10.87_HILICPos",10.99,5993,0,"6183",-0.1,NA,NA,NA,11.28,NA,0,NA,"",5993
"297","161107_Smp_To_C","I126.0222R10.87_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,11.28,NA,0,NA,"",NA
"298","161107_Smp_Tp_A","I126.0222R10.87_HILICPos",11.02,8921,0,"5876",-1.3,NA,NA,NA,11.28,NA,0,NA,"",8921
"299","161107_Smp_Tp_E","I126.0222R10.87_HILICPos",10.87,7496,0,"6143",-1.1,NA,NA,NA,11.28,"RTFlag",0,NA,"RTFlag, ",NA
"300","161107_Smp_Tp_F","I126.0222R10.87_HILICPos",10.36,0,0,"0",NA,NA,NA,"areaminFlag",11.28,"RTFlag",0,NA,"areaminFlag, RTFlag, ",NA
"301","161107_Smp_Cy_A","I177.0582R7.98_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.8,NA,NA,NA,"",NA
"302","161107_Smp_Cy_B","I177.0582R7.98_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.8,NA,NA,NA,"",NA
"303","161107_Smp_Cy_C","I177.0582R7.98_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.8,NA,NA,NA,"",NA
"304","161107_Smp_2090_A","I177.0582R7.98_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.8,NA,NA,NA,"",NA
"305","161107_Smp_2090_B","I177.0582R7.98_HILICPos",10.64,6967,0,"6832",0.1,NA,NA,NA,8.8,"RTFlag",NA,NA,"RTFlag, ",NA
"306","161107_Smp_2090_C","I177.0582R7.98_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.8,NA,NA,NA,"",NA
"307","161107_Smp_371_A","I177.0582R7.98_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.8,NA,NA,NA,"",NA
"308","161107_Smp_371_B","I177.0582R7.98_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.8,NA,NA,NA,"",NA
"309","161107_Smp_371_C","I177.0582R7.98_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.8,NA,NA,NA,"",NA
"310","161107_Smp_To_A","I177.0582R7.98_HILICPos",8.89,8572,0,"5811",-2,NA,NA,NA,8.8,NA,NA,NA,"",8572
"311","161107_Smp_To_B","I177.0582R7.98_HILICPos",9.24,10706,0,"10948",-1.3,NA,NA,NA,8.8,"RTFlag",NA,NA,"RTFlag, ",NA
"312","161107_Smp_To_C","I177.0582R7.98_HILICPos",9.35,7846,0,"7147",-0.2,NA,NA,NA,8.8,"RTFlag",NA,NA,"RTFlag, ",NA
"313","161107_Smp_Tp_A","I177.0582R7.98_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.8,NA,NA,NA,"",NA
"314","161107_Smp_Tp_E","I177.0582R7.98_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.8,NA,NA,NA,"",NA
"315","161107_Smp_Tp_F","I177.0582R7.98_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,8.8,NA,NA,NA,"",NA
"316","161107_Smp_Cy_A","I209.0478R11.07_HILICPos",0.07,32737,0,"17244",-3.5,NA,NA,NA,11.44,"RTFlag",8647,NA,"RTFlag, ",NA
"317","161107_Smp_Cy_B","I209.0478R11.07_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,11.44,NA,8647,NA,"",NA
"318","161107_Smp_Cy_C","I209.0478R11.07_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,11.44,NA,8647,NA,"",NA
"319","161107_Smp_2090_A","I209.0478R11.07_HILICPos",8.78,6954,0,"4368",-1.2,NA,NA,NA,11.44,"RTFlag",NA,NA,"RTFlag, ",NA
"320","161107_Smp_2090_B","I209.0478R11.07_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,11.44,NA,NA,NA,"",NA
"321","161107_Smp_2090_C","I209.0478R11.07_HILICPos",NA,NA,NA,"#N/A",NA,NA,NA,NA,11.44,NA,NA,NA,"",NA
